pid,zipcode,own_occ,land_sf,yr_built,yr_remod,living_area,num_floors,structure_class,r_bldg_styl,r_roof_typ,r_ext_fin,r_total_rms,r_bdrms,r_full_bth,r_half_bth,r_bth_style,r_kitch,r_kitch_style,r_heat_typ,r_ac,r_fplace,r_ext_cnd,r_ovrall_cnd,r_int_cnd,r_int_fin,r_view,zip,population,pop_density,median_income,city_state,av_total
3390,2130,Y,5531,1950,0,1337,1,R,CP,G,M,8,2,1,0,S,1,S,W,N,0,A,A,A,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",492400
3400,2130,Y,3315,1920,0,2079,2,R,CL,G,S,7,4,1,0,S,1,S,W,N,0,A,A,A,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",680300
3410,2132,Y,6000,1929,0,1650,2,R,CL,H,M,7,4,1,0,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",499400
3420,2132,Y,4400,1925,0,1000,1,R,BW,H,W,7,3,2,0,M,1,M,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",330500
3430,2136,Y,3722,1945,0,1274,2,R,CL,G,W,7,3,1,1,S,1,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",325100
3440,2132,N,4948,1929,0,1365,1,R,BW,G,W,5,2,1,0,N,1,N,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",337100
3450,2131,Y,4700,1925,0,1775,2,R,CL,H,W,6,3,1,0,S,1,S,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",441300
3460,2132,Y,4764,1920,1999,2177,2,R,CL,L,M,6,3,1,1,M,1,M,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",468100
3470,2131,Y,3911,2004,NA,2416,2,R,CL,G,F,7,4,3,1,M,1,M,F,C,1,G,G,G,N,A,2131,29826,11505,66735,"Roslindale, MA",630400
3480,2136,N,4882,1920,0,1456,2,R,CL,H,M,9,4,1,0,S,1,S,W,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",308300
3490,2136,N,7248,1968,1990,1584,1,R,SL,G,W,7,3,1,1,S,1,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",345100
3500,2132,Y,7148,1910,2004,2358,2,R,CL,H,W,7,4,1,1,S,1,M,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",627611.4331
3510,2132,Y,7218,1950,2003,1456,1,R,CP,G,M,6,3,1,1,M,1,M,F,C,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",494100
3520,2124,Y,4417,1965,0,1014,1,R,RN,G,M,5,2,2,0,S,1,S,P,N,1,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",301480.7875
3530,2124,Y,5000,1875,0,2186,2.5,R,CL,G,M,8,5,1,1,M,1,M,W,N,0,G,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",385774.4969
3540,2124,N,8271,1898,0,2398,2,R,CL,G,A,9,5,3,0,S,1,M,W,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",472700
3550,2136,Y,7728,1950,2011,980,1,R,CP,G,M,4,2,1,0,M,1,M,W,N,1,A,G,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",365341.4277
3560,2131,N,4866,1995,0,1513,2,R,CL,G,M,7,3,2,1,S,1,S,F,N,1,G,G,G,N,F,2131,29826,11505,66735,"Roslindale, MA",375700
3570,2124,N,4046,1910,0,1710,2,R,CL,F,M,8,4,1,0,N,1,N,W,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",246600
3580,2132,Y,6000,1929,0,1720,2,R,CL,G,M,7,3,1,0,S,1,M,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",507300
3590,2136,N,4534,1920,0,1687,2,R,CL,H,M,6,3,1,0,S,1,S,W,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",322600
3600,2136,Y,6667,1950,0,1040,1,R,RN,G,W,5,3,1,0,S,1,S,F,C,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",276000
3610,2132,Y,5500,1920,0,1518,2,R,CL,H,M,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",472300
3620,2136,N,7044,1957,0,1040,1,R,RR,G,M,7,3,1,1,S,1,S,F,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",287500
3630,2130,Y,4635,1880,1990,2863,2.5,R,CL,M,F,10,6,3,0,N,1,S,E,N,2,A,A,A,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",953800
3640,2131,Y,6420,1930,2003,2826,2,R,CL,G,M,9,4,2,0,M,1,M,W,N,0,G,G,G,N,A,2131,29826,11505,66735,"Roslindale, MA",706500
3650,2132,Y,5432,1920,1997,1488,2,R,CL,H,W,7,2,1,1,S,1,S,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",399300
3660,2124,Y,4234,1890,1982,2252,2,R,CL,M,M,9,4,2,0,S,1,S,W,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",341285.2531
3670,2131,Y,5000,1957,0,1224,1.5,R,CP,G,W,7,3,2,0,S,1,S,W,N,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",310100
3680,2124,Y,5967,1950,0,1240,1,R,RN,G,M,7,4,1,0,S,1,S,W,N,1,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",321800
3690,2132,Y,8250,1920,0,2160,2,R,CL,H,S,10,4,1,1,S,1,M,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",590000
3700,2124,Y,4310,1910,0,2263,2.5,R,CL,G,W,9,4,1,1,S,1,S,W,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",425300
3710,2124,Y,4721,1950,0,1068,1,R,RN,G,M,5,2,1,0,N,1,S,W,N,1,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",269400
3720,2136,Y,4825,2005,NA,2183,2,R,CL,G,M,8,4,2,1,M,1,M,F,C,0,G,G,G,N,A,2136,28488,6207,58890,"Hyde Park, MA",507700
3730,2131,Y,4637,1925,0,936,1,R,RN,G,M,5,2,1,0,S,1,S,E,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",316900
