objectid,seating_interest_sidewalk,restaurant_name,bulding_number,street,borough,zip,business_address,sidewalk_dimensions_length,sidewalk_dimensions_width,sidewalk_dimensions_area,roadway_dimensions_length,roadway_dimensions_width,roadway_dimensions_area,approved_for_sidewalk_seating,approved_for_roadway_seating,qualify_alcohol,time_of_submission
2135,both,Arepasburger,8105,Northen blvd,Queens,11372,"8105 Northen blvd, Queens, NY",15,5,75,15,8,120,yes,yes,no,2020-06-20T17:58:00Z
2141,sidewalk,CLEMENTINE BAKERY,395,CLASSON,Brooklyn,11238,"395  CLASSON , Brooklyn, NY",45,15,675,,,,yes,no,no,2020-06-20T18:07:00Z
2147,sidewalk,BAGEL BIN,4183908,8610 JAMAICA AVENUE,Queens,11421,"4183908  8610 JAMAICA AVENUE, Queens, NY",6,3,18,,,,yes,no,no,2020-06-20T18:14:00Z
2164,both,FOB ONE LLC,271,Smith,Brooklyn,11231,"271  Smith, Brooklyn, NY",12,5,60,12,8,96,yes,yes,no,2020-06-20T18:39:00Z
2218,both,Cocoa Grinder,6823,Bay Ridge Avenue,Brooklyn,11209,"6823 Bay Ridge Avenue , Brooklyn, NY",75,13,975,75,12,900,yes,yes,no,2020-06-20T19:43:00Z
2237,sidewalk,PATE PALO,251-53,251 Dyckman Street,Manhattan,10034,"251-53 251 Dyckman Street, Manhattan, NY",11,28,308,,,,yes,no,yes,2020-06-20T19:56:00Z
2254,both,Balady,7124;7118,5th Avenue,Brooklyn,11209,"7124;7118 5th Avenue , Brooklyn, NY",69,12,828,69,10,690,yes,yes,no,2020-06-20T20:13:00Z
2505,sidewalk,corbet & conley catering,145,17 street,Manhattan,10003,"145 17 street, Manhattan, NY",25,8,200,,,,yes,no,no,2020-06-20T23:44:00Z
2509,sidewalk,subway,7,14 street,Manhattan,10003,"7 14 street, Manhattan, NY",18,8,144,,,,yes,no,no,2020-06-20T23:49:00Z
2510,both,Saraghina,435,Halsey,Brooklyn,11233,"435 Halsey, Brooklyn, NY",77,18,1386,77,8,616,yes,yes,yes,2020-06-20T23:49:00Z
2518,sidewalk,subway,367,34,Manhattan,10001,"367 34, Manhattan, NY",18,8,144,,,,yes,no,no,2020-06-20T23:55:00Z
2524,sidewalk,subway,351,42,Manhattan,10036,"351 42, Manhattan, NY",25,8,200,,,,yes,no,no,2020-06-21T00:00:00Z
2528,both,subway,442,45,Manhattan,10036,"442 45, Manhattan, NY",20,8,160,20,8,160,yes,yes,no,2020-06-21T00:06:00Z
2534,sidewalk,subway,520,39,Manhattan,10003,"520 39, Manhattan, NY",15,8,120,,,,yes,no,no,2020-06-21T00:11:00Z
2589,sidewalk,Go Nonnna,18537,"10-50 44th Drive, store #2",Queens,11101,"10-50  10-50 44th Drive, store #2, Queens, NY",30,5,150,,,,yes,no,no,2020-06-21T01:15:00Z
2673,sidewalk,L'Angeletto Restaurant,242,19 st,Manhattan,10003,"242 19 st, Manhattan, NY",17,7,119,,,,yes,no,no,2020-06-21T03:26:00Z
2761,sidewalk,Choice Market Brooklyn,318,Lafayette,Brooklyn,11238,"318  Lafayette, Brooklyn, NY",60,18,1080,,,,yes,no,no,2020-06-21T16:12:00Z
2784,sidewalk,La nueva amistad bakery and restaurant corp,162-04,Northen blvd,Queens,11358,"162-04 Northen blvd, Queens, NY",40,10,400,,,,yes,no,yes,2020-06-21T17:35:00Z
2800,both,Dolce Brooklyn,305,Can Brunt,Brooklyn,11231,"305  Can Brunt, Brooklyn, NY",20,8,160,20,8,160,yes,yes,no,2020-06-21T18:22:00Z
2831,sidewalk,Mendys Restuarant,792,eastern paky,Brooklyn,11213,"792 eastern paky, Brooklyn, NY",30,10,300,,,,yes,no,no,2020-06-21T19:16:00Z
3094,sidewalk,Culture An American Yogurt Co,1077277,60 West 8th Street,Manhattan,10011,"1077277 60 West 8th Street, Manhattan, NY",22,12,264,,,,yes,no,no,2020-06-22T02:25:00Z
3114,sidewalk,Lulus coffee shop,1191,Castle hill a.v,Bronx,10462,"1191  Castle hill a.v, Bronx, NY",60,7,420,,,,yes,no,no,2020-06-22T03:05:00Z
3119,sidewalk,Landmark Coffee Shop,158,Grand,Manhattan,10013,"158 Grand, Manhattan, NY",69,6,414,,,,yes,no,no,2020-06-22T03:19:00Z
3177,both,Maison Bangkok,355,E78,Manhattan,10075,"355  E78, Manhattan, NY",45,5,225,45,8,360,yes,yes,no,2020-06-22T06:01:00Z
3184,roadway,Circa Brewing Co.,141,141 Lawrence Street,Brooklyn,11201,"141 141 Lawrence Street, Brooklyn, NY",,,,55,8,440,no,yes,yes,2020-06-22T06:17:00Z
3229,both,Ricas Pupusas & Mas,47-55,47 th street,Queens,11377,"47-55 47 th street, Queens, NY",15,5,75,15,6,90,yes,yes,no,2020-06-22T14:59:00Z
3257,sidewalk,La Crosta,436,eats 72 street,Manhattan,10021,"436 eats 72 street, Manhattan, NY",18,17,306,,,,yes,no,no,2020-06-22T16:02:00Z
3320,sidewalk,El Rey Latino,6342,108,Queens,11375,"6342 108, Queens, NY",16,13,208,,,,yes,no,no,2020-06-22T17:31:00Z
3363,sidewalk,Tlaxcalita la bella Mexican Restaurant,4194335,10422 Jamaica Av,Queens,11418,"4194335 10422 Jamaica Av , Queens, NY",10,5,50,,,,yes,no,no,2020-06-22T18:01:00Z
3370,sidewalk,La Vienesa bakery,113580396,39-44 queens blvd,Queens,11104,"113580396 39-44 queens blvd , Queens, NY",18,5,90,,,,yes,no,no,2020-06-22T18:08:00Z
4667,both,DISFRUTA PRODUCTS LLC,510,WEST 207 TH STREET,Manhattan,10034,"510 WEST 207 TH STREET, Manhattan, NY",52,11,572,52,8,416,yes,yes,no,2020-06-24T02:54:00Z
3445,sidewalk,la nueva Ambatenita Bakery,24,3924 108th st,Queens,11368,"24 3924 108th st, Queens, NY",30,7,210,,,,yes,no,no,2020-06-22T19:03:00Z
3460,sidewalk,VENUS RESTAURANT AND LOUNGE LLC,23,TREMONT AVE,Bronx,10453,"23  TREMONT AVE, Bronx, NY",52,5,260,,,,yes,no,no,2020-06-22T19:15:00Z
3529,sidewalk,Delicias Ambatenas,24,6824 roosevelt ave,Queens,11377,"24 6824 roosevelt ave, Queens, NY",16,8,128,,,,yes,no,no,2020-06-22T20:00:00Z
3533,sidewalk,Cake Lords Bakery,1844,Amsterdam,Manhattan,10031,"1844 Amsterdam , Manhattan, NY",19,13,247,,,,yes,no,no,2020-06-22T20:05:00Z
3585,both,Gotham Coffee Roasters,23,19th St.,Manhattan,10011,"23 19th St., Manhattan, NY",12,12,144,12,5,60,yes,yes,no,2020-06-22T20:30:00Z
3611,both,Sunflower Espresso Bar,1b,344 West 38th St,Manhattan,10018,"1b 344 West 38th St, Manhattan, NY",13,9,117,13,10,130,yes,yes,no,2020-06-22T20:43:00Z
3648,roadway,Ho Ho Te,805,Eight Avenue,Manhattan,10019,"805  Eight Avenue, Manhattan, NY",,,,14,14,196,no,yes,no,2020-06-22T21:05:00Z
3659,sidewalk,Natureworks Restaurant,113E,31st,Manhattan,10016,"113E 31st, Manhattan, NY",8,4,32,,,,yes,no,no,2020-06-22T21:12:00Z
3664,both,Caffe Cafe,8401,84th Street,Brooklyn,11209,"8401  84th Street, Brooklyn, NY",16,8,128,20,5,100,yes,yes,no,2020-06-22T21:16:00Z
3671,both,ACRE,64,MESEROLE,Brooklyn,11222,"64 MESEROLE, Brooklyn, NY",25,5,125,25,8,200,yes,yes,no,2020-06-22T21:19:00Z
3696,both,Sababa lounge,1412 86st,86st,Brooklyn,11228,"1412 86st 86st, Brooklyn, NY",6,12,72,6,12,72,yes,yes,no,2020-06-22T21:36:00Z
3698,sidewalk,Sake kawa,1floor,32-05 36th Ave Astoria,Queens,11106,"1floor  32-05 36th Ave Astoria , Queens, NY",15,20,300,,,,yes,no,no,2020-06-22T21:37:00Z
3770,both,Carry On Tea & Sympathy,110,Greenwich,Manhattan,10011,"110 Greenwich, Manhattan, NY",21,13,273,21,8,168,yes,yes,no,2020-06-22T22:29:00Z
3771,sidewalk,The Little Beet,5,Hanover,Manhattan,10004,"5 Hanover, Manhattan, NY",55,17,935,,,,yes,no,no,2020-06-22T22:29:00Z
3774,sidewalk,Friendlys Hot Dogs,695,695 10th Avenue,Manhattan,10036,"695  695 10th Avenue, Manhattan, NY",16,8,128,,,,yes,no,no,2020-06-22T22:32:00Z
3807,roadway,Variety Coffee,146,wyckoff,Brooklyn,11236,"146 wyckoff, Brooklyn, NY",,,,54,6,324,no,yes,no,2020-06-22T22:54:00Z
3910,both,Sumnima Kitchen,39 04,64,Queens,11377,"39 04 64, Queens, NY",30,15,450,30,15,450,yes,yes,no,2020-06-23T00:26:00Z
3937,both,Bottoms Up,315,W 46th Steet,Manhattan,10036,"315 W 46th Steet, Manhattan, NY",10,6,60,10,8,80,yes,yes,yes,2020-06-23T00:48:00Z
3948,roadway,Your house cafe,6916,Bay ridge ave,Brooklyn,11209,"6916  Bay ridge ave , Brooklyn, NY",,,,23,9,207,no,yes,no,2020-06-23T00:57:00Z
3952,both,Pueblo Querido Coffee,34,North 6,Brooklyn,11249,"34 North 6, Brooklyn, NY",20,4,80,20,5,100,yes,yes,no,2020-06-23T01:02:00Z
3989,sidewalk,Bambinos Pizza,34149989,80-01 Myrtle Ave,Queens,11385,"34149989 80-01 Myrtle Ave, Queens, NY",20,6,120,,,,yes,no,no,2020-06-23T01:45:00Z
4012,sidewalk,Coatzingo Bakery,76-11,Roosevelt,Queens,11372,"76-11 Roosevelt , Queens, NY",8,5,40,,,,yes,no,no,2020-06-23T02:14:00Z
4020,both,DEBUTEA TEA&COFFEE,217,Thompson,Manhattan,10012,"217 Thompson , Manhattan, NY",20,6,120,20,6,120,yes,yes,no,2020-06-23T02:33:00Z
4160,sidewalk,Starr Coffee inc.,30,Wyckoff,Brooklyn,11237,"30 Wyckoff , Brooklyn, NY",12,4,48,,,,yes,no,no,2020-06-23T16:14:00Z
4186,sidewalk,Lm cafe,2,11-11 44th rd,Queens,11101,"2 11-11 44th rd, Queens, NY",13,7,91,,,,yes,no,no,2020-06-23T17:23:00Z
4283,both,FRUTAS LOCAS MARY CORP,48,NEW DOLP PLZ S,Staten Island,10306,"48 NEW DOLP PLZ S, Staten Island, NY",18,20,360,18,8,144,yes,yes,no,2020-06-23T19:43:00Z
4284,sidewalk,Manuel E Restaurant,13028,CORONA AVENUE,Queens,11368,"13028 CORONA AVENUE , Queens, NY",22,15,330,,,,yes,no,no,2020-06-23T19:43:00Z
4322,sidewalk,Harlem Crust Pizza,2446-48,Adams Clayton Powell JR BLVD,Manhattan,10030,"2446-48 Adams Clayton Powell JR BLVD, Manhattan, NY",25,34,850,,,,yes,no,no,2020-06-23T20:16:00Z
4325,both,The Good Batch,936,Fulton,Brooklyn,11238,"936  Fulton, Brooklyn, NY",24,5,120,24,8,192,yes,yes,no,2020-06-23T20:20:00Z
4381,both,Soft Swerve,85B,Allen,Manhattan,10002,"85B Allen, Manhattan, NY",12,10,120,10,6,60,yes,yes,no,2020-06-23T21:08:00Z
5229,both,EL ENCEBOLLADO DE ROSSY CORP,293,WYCOFF AVENUE,Brooklyn,11237,"293 WYCOFF AVENUE, Brooklyn, NY",22,10,220,22,8,176,yes,yes,no,2020-06-25T16:01:00Z
4413,sidewalk,New Ho Wah,4201-4203,Broadway,Queens,11103,"4201-4203 Broadway , Queens, NY",7,7,49,,,,yes,no,no,2020-06-23T21:40:00Z
4425,sidewalk,CUTE CAT CAFE,4087879,FRESH POND ROAD,Queens,11385,"4087879  FRESH POND ROAD, Queens, NY",15,8,120,,,,yes,no,no,2020-06-23T21:50:00Z
4440,roadway,Kolkata Chai Co,199,"Kolkata Chai, 199 East 3rd St,",Manhattan,10009,"199 Kolkata Chai, 199 East 3rd St,, Manhattan, NY",,,,10,6,60,no,yes,no,2020-06-23T22:02:00Z
4466,both,Flavors,27,27 Whitehall Street,Manhattan,10004,"27 27 Whitehall Street, Manhattan, NY",100,30,3000,20,6,120,yes,yes,no,2020-06-23T22:24:00Z
4469,both,Flavors,42,42 Broadway,Manhattan,10004,"42 42 Broadway , Manhattan, NY",100,30,3000,20,6,120,yes,yes,no,2020-06-23T22:26:00Z
4470,both,Flavors,175,175 Water Street,Manhattan,10038,"175 175 Water Street, Manhattan, NY",100,30,3000,20,6,120,yes,yes,no,2020-06-23T22:26:00Z
4472,sidewalk,99 Favor Taste Restaurant,285`,Grand Street,Manhattan,10002,"285` Grand Street, Manhattan, NY",27,7,189,,,,yes,no,no,2020-06-23T22:28:00Z
4532,both,Gorilla Coffee,472,Bergen,Brooklyn,11217,"472  Bergen , Brooklyn, NY",16,6,96,16,8,128,yes,yes,no,2020-06-23T23:36:00Z
4598,sidewalk,Ginjan Cafe,85,E 125th,Manhattan,10035,"85 E 125th, Manhattan, NY",30,7,210,,,,yes,no,no,2020-06-24T01:12:00Z
4645,sidewalk,Johal deli corp.,945,Columbus,Manhattan,10025,"945 Columbus , Manhattan, NY",18,8,144,,,,yes,no,no,2020-06-24T02:19:00Z
4647,sidewalk,Mirna's Pupuseria deli Corp,1350,Flatbush,Brooklyn,11210,"1350  Flatbush , Brooklyn, NY",44,17,748,,,,yes,no,no,2020-06-24T02:22:00Z
4676,sidewalk,Handsome Rice,133,"133 E31 st, St",Manhattan,10016,"133 133 E31 st, St, Manhattan, NY",15,6,90,,,,yes,no,no,2020-06-24T03:13:00Z
4687,roadway,Pa pa Thai Cuisine,1069,1 st ave,Manhattan,10022,"1069  1 st ave , Manhattan, NY",,,,11,5,55,no,yes,no,2020-06-24T03:32:00Z
4831,sidewalk,Peachwave Frozen Yogurt,2125,2125 Williamsbridge Road,Bronx,10461,"2125 2125 Williamsbridge Road, Bronx, NY",14,5,70,,,,yes,no,no,2020-06-24T18:57:00Z
4869,sidewalk,champion Pizza,2 W,I 4 Th Street,Manhattan,10011,"2 W  I 4 Th Street , Manhattan, NY",19,25,475,,,,yes,no,no,2020-06-24T20:05:00Z
4874,roadway,Upstate Stock,2,Berry,Brooklyn,11211,"2  Berry , Brooklyn, NY",,,,20,4,80,no,yes,no,2020-06-24T20:12:00Z
4893,sidewalk,Don Cesar restaurant Bar  llc,7914,7528 amboy road,Staten Island,10307,"7914 7528 amboy road, Staten Island, NY",48,6,288,,,,yes,no,no,2020-06-24T20:31:00Z
